blood_group,donor_code,donor_name,recipient_code,recipient_name,distance_km,donor_surplus,recipient_deficit,recommended_units,priority_score
O+,284084,"Washim Blood Centre (Trust), Washim Managed By Ocean Bahuuddeshiya Sanstha,  Pusad, Dist. Yavtmal",18117,Leelavati Blood Centre,112.60598739549403,34,5,5,0.04401176482533099
O+,282668,Lokmanya Blood Centre,281039,General Hospital Malegaon Blood Centre,112.6881310038958,201,5,5,0.0439799648023826
O+,18035,"Sushilaben R. Mehta And Sir. Kikabai Cardiac Institute, Blood Centre",280128,M/S Navi Mumbai Blood Centre,21.756800872316948,31,1,1,0.04394290768771782
O+,280125,Red Plus Blood Centre Pune,18017,Masina Hospital Blood Centre,112.81987400712379,91,5,5,0.04392905934588417
O+,280535,Jupiter Lifeline Hospital Blood Centre,18005,Breach Candy Hospital Trust Blood Centre,112.84482717822456,23,5,5,0.04391943071925858
O+,280130,"Indian Red Cross Society, Dr. Shirgaonkar Blood Centre",27109,District General Hospital Blood Bank Satara,112.84937634148696,22,5,5,0.04391767579826425
O+,280126,Morya Blood Centre,18051,V.N. Desai Municipal General Hospital Blood Centre,112.88602296113254,61,5,5,0.04390354382386695
O+,280126,Morya Blood Centre,18038,"K.B.Bhabha Muncipal General Hospital, Blood Centre",112.92872940719481,61,5,5,0.043887086479560446
O+,280768,Sanjeevani Blood Centre Bhosari,18008,"Cama And Albles Hosp., Abdul Fazalbhoy Blood Centre",112.95437430209692,27,5,5,0.043877209897575584
O+,18144,Ashtavinayak Blood Bank,18071,Kem Hospital Blood Centre,113.00287940001172,33,5,5,0.04385854134838182
O+,284510,"Saiseva Blood Cantre, Blood Components And Apheresis Centre",283795,Autus Blood Centre,113.06380835761499,75,5,5,0.04383511362626002
O+,18252,"Dean, Govt. Medical College Hospital Blood Centre Aurangabad",281039,General Hospital Malegaon Blood Centre,113.08170597173417,190,5,5,0.04382823659070142
O+,18177,"Shri Sai Seva Medical Foundation Sanchalit, Sanjeevani Blood Centre",18196,Ishwar Seva Trusts Dombivali Blood Center,113.09562477856247,10,5,5,0.043822889875961786
O+,280768,Sanjeevani Blood Centre Bhosari,280738,Superitendent Gokuldas Tejpal Hospital,113.09763986380447,27,5,5,0.043822115917282564
O+,18244,Golwalkari Guruji Blood Centre,18236,"Indian Red Cross Society, Dr. Bhalchandra Blood Centre",113.11981085995143,23,5,5,0.0438136022336738
O+,282562,Kokilaben Dhirubhai Ambani Hospital Navi Mumbai Blood Centre,18071,Kem Hospital Blood Centre,113.13917293058901,11,5,5,0.04380616988560649
O+,18193,Chidanand Charitable Trust Blood Centre,18071,Kem Hospital Blood Centre,113.1942423490237,77,5,5,0.043785044649781744
O+,18072,"Metro Blood Centre,Civil Hospital Aundh Pune",27107,TATA MEMORIAL CENTRE-ACTREC,113.20028534596555,48,5,5,0.043782727730081274
O+,18080,Konkan Mitra Mandal Medical TrustS Sahyadri Speaciality Hospital Blood Centre,18033,Bhabha Atomic Research Centre Hospital Blood Centre,113.20678751930718,50,5,5,0.0437802350333576
O+,18225,Adarsh Blood Centre,18117,Leelavati Blood Centre,113.2123987589488,117,5,5,0.04377808411635553
O+,18079,Pimpari Serological Institute Blood Centre,18051,V.N. Desai Municipal General Hospital Blood Centre,113.2336700911434,30,5,5,0.043769932245113545
O+,18079,Pimpari Serological Institute Blood Centre,18038,"K.B.Bhabha Muncipal General Hospital, Blood Centre",113.281909542061,30,5,5,0.04375145655192058
O+,280768,Sanjeevani Blood Centre Bhosari,18014,Bombay Hospital Trust Blood Centre,113.30646931172922,27,5,5,0.043742056159256595
O+,280125,Red Plus Blood Centre Pune,27107,TATA MEMORIAL CENTRE-ACTREC,113.33442865403052,91,5,5,0.04373135947641559
O+,18134,"Azad Panchi Groups, Miraj Serological Institute Blood Centre",27109,District General Hospital Blood Bank Satara,113.35429855297,58,5,5,0.04372376083163986
O+,280132,Prakash Blood Centre And Blood Component Seperation Unit,27109,District General Hospital Blood Bank Satara,113.35429855297,40,5,5,0.04372376083163986
O+,18237,"Dean, Maeer,S Smt.Saraswati Karad Blood Centre",27131,Dr.Shankarrao Chavan Government Medical College And Hospital Blood Centre  Nanded,113.3632672262573,1011,5,5,0.043720331897373614
O+,18142,"Civil Surgeon, General Hospital, Blood Centre",283795,Autus Blood Centre,113.38843637586993,83,5,5,0.04371071201262388
O+,18069,Jankalyan Raktapedhi Pune,18141,Ahmednagar Municipal Council Blood Centre,113.51330092319476,299,5,5,0.043663050140817714
O+,18095,"Hindratna Prakashbapu Patil Blood Centre, Sangli",27109,District General Hospital Blood Bank Satara,113.52155125729524,60,5,5,0.04365990457784242
O+,18225,Adarsh Blood Centre,18277,"Civil Surgeon, District General Hospital Blood Centre",113.52556487484009,117,5,5,0.04365837449013483
O+,282670,Pimpri Chinchwad  Municipal CorporationS Y.C.M. Hospital Blood Centre,18005,Breach Candy Hospital Trust Blood Centre,113.61672516586235,252,5,5,0.04362365084820281
O+,280124,M/S Pimpri Chinchwad Blood Centre,18005,Breach Candy Hospital Trust Blood Centre,113.61706023829704,87,5,5,0.04362352331847147
O+,18208,M/S. Shri Hazur Saheb Blood Centre,18236,"Indian Red Cross Society, Dr. Bhalchandra Blood Centre",113.61916361931928,51,5,5,0.04362272278138697
O+,284720,"Dr. D.Y. Patil Medical College Hospital And Research Centre Blood Centre,  Pimpri, Pune.",18005,Breach Candy Hospital Trust Blood Centre,113.62025357135475,100,5,5,0.043622307962242826
O+,18125,"Arpan Blood Centre, Blood Component And Apheresis Centre Kolhapur",27109,District General Hospital Blood Bank Satara,113.66218154775709,96,5,5,0.04360635679966971
O+,18171,"Jankalyan Blood Centre, Nashik",18196,Ishwar Seva Trusts Dombivali Blood Center,113.66396385987805,77,5,5,0.04360567899178955
O+,18122,Dr. D.Y Patil Hospital Blood Centre,27109,District General Hospital Blood Bank Satara,113.67922021730173,21,5,5,0.04359987790748551
O+,18243,"Indian Red Cross Society Blood Centre, Nanded",18236,"Indian Red Cross Society, Dr. Bhalchandra Blood Centre",113.70332643111381,5,5,5,0.04359071489528944
O+,18226,Lions Blood Centre,281039,General Hospital Malegaon Blood Centre,113.70605305730324,48,5,5,0.043589678719937915
O+,18081,Aditya Birla Memorial Hospital Blood Centre,18141,Ahmednagar Municipal Council Blood Centre,113.71566505998328,59,5,5,0.04358602634945774
O+,280768,Sanjeevani Blood Centre Bhosari,18017,Masina Hospital Blood Centre,113.7420274112666,27,5,5,0.04357601231917091
O+,18076,"Abhinav Sikshan MandalS,  Sanjeevan Blood Centre",27109,District General Hospital Blood Bank Satara,113.77730303820732,48,5,5,0.04356261967869718
O+,18011,General Hospital Blood Centre,284509,Sankalp Blood Centre,113.7842142797987,60,5,5,0.043559996741468036
O+,18065,"Deenanath Mangeshkar Hospital, Blood Centre",18033,Bhabha Atomic Research Centre Hospital Blood Centre,113.78921232060965,57,5,5,0.04355810009423928
O+,280520,Mgm Medical College And Hospital Blood Centre,281039,General Hospital Malegaon Blood Centre,113.79196756232633,9,5,5,0.04355705461085723
O+,284763,"Balaji Blood Centre, Lonand, Khandala Taluk, Dist. Satara",18132,Jeevandhara Blood Centre,113.84790616850168,6,5,5,0.043535839414121646
O+,284529,Spandan Blood Centre,18033,Bhabha Atomic Research Centre Hospital Blood Centre,113.87061480824276,18,5,5,0.04352723286409376
O+,18203,"Jai Matadi Bahuuddeshiya Sevabhavi Sasthas Guru Gobindsinghji Blood Centre,  Blood Comp And Aphs Nand",18236,"Indian Red Cross Society, Dr. Bhalchandra Blood Centre",113.94809187216379,152,5,5,0.04349789473287304
O+,27104,Sanjeevani Blood Centre,18117,Leelavati Blood Centre,113.96147470078601,66,5,5,0.04349283108113969
O+,18144,Ashtavinayak Blood Bank,283795,Autus Blood Centre,113.98140516636903,33,5,5,0.04348529218933613
O+,18223,Dattaji Bhale Blood Centre,18117,Leelavati Blood Centre,113.99112253111268,257,5,5,0.04348161744961808
O+,18234,Sanjivan   Blood Centre,284509,Sankalp Blood Centre,114.03372940528692,15,5,5,0.043465512470555454
O+,282568,Vbss Sanchalit Latur Blood Centre And Components Latur,27131,Dr.Shankarrao Chavan Government Medical College And Hospital Blood Centre  Nanded,114.03924889185691,91,5,5,0.043463427031762605
O+,18214,"Kakasaheb Chitle  Memorial Centre Sanchalit,  Jankalyan Blood Centre",18008,"Cama And Albles Hosp., Abdul Fazalbhoy Blood Centre",114.10607780632546,25,5,5,0.0434381927982367
O+,280520,Mgm Medical College And Hospital Blood Centre,18117,Leelavati Blood Centre,114.16347803358858,9,5,5,0.043416542165752414
O+,18295,"Arpan Blood Centre,Blood Component Lab. And Aphersis Centre",281039,General Hospital Malegaon Blood Centre,114.17099733668255,8,5,5,0.04341370757937749
O+,280535,Jupiter Lifeline Hospital Blood Centre,18038,"K.B.Bhabha Muncipal General Hospital, Blood Centre",114.21785591900021,23,5,5,0.043396051420320395
O+,18112,"Smbt Institute Of Medical Science And Research Centre, Blood Centre And  Component",18059,Bharatratna Dr Babasaheb Ambedkar Mun. Gen. Hospital Blood Centre,114.24714557207845,66,5,5,0.043385022467848235
O+,18214,"Kakasaheb Chitle  Memorial Centre Sanchalit,  Jankalyan Blood Centre",18014,Bombay Hospital Trust Blood Centre,114.26110682980307,25,5,5,0.0433797673605816
O+,27104,Sanjeevani Blood Centre,18277,"Civil Surgeon, District General Hospital Blood Centre",114.27689283228803,66,5,5,0.043373826940966476
O+,284720,"Dr. D.Y. Patil Medical College Hospital And Research Centre Blood Centre,  Pimpri, Pune.",18051,V.N. Desai Municipal General Hospital Blood Centre,114.29054717920191,100,5,5,0.043368689995271235
O+,282670,Pimpri Chinchwad  Municipal CorporationS Y.C.M. Hospital Blood Centre,18051,V.N. Desai Municipal General Hospital Blood Centre,114.29999237090493,252,5,5,0.04336513730127281
O+,280124,M/S Pimpri Chinchwad Blood Centre,18051,V.N. Desai Municipal General Hospital Blood Centre,114.30032490900939,87,5,5,0.043365012231715815
O+,18223,Dattaji Bhale Blood Centre,18277,"Civil Surgeon, District General Hospital Blood Centre",114.30254448212327,257,5,5,0.04336417745555658
O+,18193,Chidanand Charitable Trust Blood Centre,18178,"Medical Superintendent, Regional Referal Hospital Blood Bank,(Superspeciality  Hospital) Nashik",114.32244669638705,77,5,5,0.04335669371604345
O+,280768,Sanjeevani Blood Centre Bhosari,27107,TATA MEMORIAL CENTRE-ACTREC,114.32965674118496,27,5,5,0.04335398319289775
O+,280535,Jupiter Lifeline Hospital Blood Centre,18051,V.N. Desai Municipal General Hospital Blood Centre,114.33104268720736,23,5,5,0.04335346220323911
O+,284720,"Dr. D.Y. Patil Medical College Hospital And Research Centre Blood Centre,  Pimpri, Pune.",18038,"K.B.Bhabha Muncipal General Hospital, Blood Centre",114.35007483651779,100,5,5,0.04334630911238116
O+,282670,Pimpri Chinchwad  Municipal CorporationS Y.C.M. Hospital Blood Centre,18038,"K.B.Bhabha Muncipal General Hospital, Blood Centre",114.35678551505634,252,5,5,0.043343787516924186
O+,280124,M/S Pimpri Chinchwad Blood Centre,18038,"K.B.Bhabha Muncipal General Hospital, Blood Centre",114.35711892465731,87,5,5,0.043343662243035284
O+,18214,"Kakasaheb Chitle  Memorial Centre Sanchalit,  Jankalyan Blood Centre",280738,Superitendent Gokuldas Tejpal Hospital,114.39916189316097,25,5,5,0.043327870999870066
O+,18168,Arpan Blood Centre And Blood Component Laboratory And Research Centre Nashik,18196,Ishwar Seva Trusts Dombivali Blood Center,114.43847003611367,14,5,5,0.04331311735538252
O+,18149,Laksh Foundation New Arpan Voluntary Blood Centre Ahmednagar,18196,Ishwar Seva Trusts Dombivali Blood Center,114.43914554496199,79,5,5,0.043312863902414865
O+,280520,Mgm Medical College And Hospital Blood Centre,18277,"Civil Surgeon, District General Hospital Blood Centre",114.48402153461615,9,5,5,0.043296032936480815
O+,18252,"Dean, Govt. Medical College Hospital Blood Centre Aurangabad",18117,Leelavati Blood Centre,114.5041414240175,190,5,5,0.04328849111691088
O+,27104,Sanjeevani Blood Centre,281039,General Hospital Malegaon Blood Centre,114.54377090927011,66,5,5,0.043273643924311704
O+,284448,"Shwas Foundation Poona Blood Centre, Narayangaon, Tal- Junnar, Dist. Pune",18033,Bhabha Atomic Research Centre Hospital Blood Centre,114.67787565779891,17,5,5,0.043223477018121605
O+,284350,Manipal Hospitals Pvt Ltd Blood Centre,18033,Bhabha Atomic Research Centre Hospital Blood Centre,114.67787565779891,6,5,5,0.043223477018121605
O+,283260,Samarpit Bahuddeshiya Sevabhavi Sanshta Tarpan Blood Centre,18033,Bhabha Atomic Research Centre Hospital Blood Centre,114.67787565779891,15,5,5,0.043223477018121605
O+,18084,Chakan Blood Centre,18033,Bhabha Atomic Research Centre Hospital Blood Centre,114.67787565779891,57,5,5,0.043223477018121605
O+,282733,Rotary Blood Centre,18033,Bhabha Atomic Research Centre Hospital Blood Centre,114.67787565779891,18,5,5,0.043223477018121605
O+,282601,Symbiosis University Hospital And Research Center Blood Centre Of Symbiosis  Trust,18033,Bhabha Atomic Research Centre Hospital Blood Centre,114.67787565779891,79,5,5,0.043223477018121605
O+,283207,Muktai Blood Centre Of Shivpooja Bahuudeshiya Shikhan Prasarak Mandal Solapur,18033,Bhabha Atomic Research Centre Hospital Blood Centre,114.67787565779891,64,5,5,0.043223477018121605
O+,18072,"Metro Blood Centre,Civil Hospital Aundh Pune",18141,Ahmednagar Municipal Council Blood Centre,114.71105081577805,48,5,5,0.04321108454853141
O+,27127,"Blood Centre, Govt.Medical College, General Hospital Latur",27131,Dr.Shankarrao Chavan Government Medical College And Hospital Blood Centre  Nanded,114.74710499817814,22,5,5,0.04319762468425193
O+,283305,Surabhi Hospital Pvt.Ltd. Surabhi Blood Centre,283795,Autus Blood Centre,114.76653273687273,69,5,5,0.043190375333815735
O+,18252,"Dean, Govt. Medical College Hospital Blood Centre Aurangabad",18277,"Civil Surgeon, District General Hospital Blood Centre",114.82933071577682,190,5,5,0.04316695925895532
O+,18080,Konkan Mitra Mandal Medical TrustS Sahyadri Speaciality Hospital Blood Centre,18141,Ahmednagar Municipal Council Blood Centre,114.83495364128524,50,5,5,0.04316486382412578
O+,284499,"M/S.Uaims Advanced Blood Centre, Ushahkal Abhinav Institute Of Medical  Sciences(Uaims), Sangli. (A U",27109,District General Hospital Blood Bank Satara,114.87253295884952,19,5,5,0.043150864767715735
O+,18080,Konkan Mitra Mandal Medical TrustS Sahyadri Speaciality Hospital Blood Centre,18009,Bombay Red Cross Blood Centre,114.88675745478153,50,5,5,0.043145568223797934
O+,27120,Sasoon Blood Centre Pune,18033,Bhabha Atomic Research Centre Hospital Blood Centre,114.94187882465661,7,5,5,0.043125055852869985
O+,18225,Adarsh Blood Centre,281039,General Hospital Malegaon Blood Centre,114.97429456116345,117,5,5,0.04311300205721933
O+,18062,Akshay Blood Centre,280149,Advanced Centre For Treatment Reasearch And Education In Cancer,114.99810689939743,109,5,5,0.043104151728410436
O+,18004,Goodwill Social ClubS Amruta Blood Centre,281039,General Hospital Malegaon Blood Centre,115.02565585812113,28,5,5,0.04309391714289568
O+,18223,Dattaji Bhale Blood Centre,281039,General Hospital Malegaon Blood Centre,115.0997534089828,257,5,5,0.043066413607155365
O+,284361,"Laksh Foundation, Lifeline Blood Centre, Nashik",18196,Ishwar Seva Trusts Dombivali Blood Center,115.19031461137014,124,5,5,0.043032846728437296
O+,18129,Chattrapati Shahu Maharaj Aadhar Blood Centre,18196,Ishwar Seva Trusts Dombivali Blood Center,115.27721456703858,135,5,5,0.04300068606405509
O+,18065,"Deenanath Mangeshkar Hospital, Blood Centre",18009,Bombay Red Cross Blood Centre,115.31013082169856,57,5,5,0.042988516689615924
O+,18018,N.M Wadia Hospital Blood Centre Parel Mumbai,280128,M/S Navi Mumbai Blood Centre,22.269710073165832,23,1,1,0.04297432141851996
O+,18072,"Metro Blood Centre,Civil Hospital Aundh Pune",18005,Breach Candy Hospital Trust Blood Centre,115.3701937856615,48,5,5,0.042966328725114425
O+,18121,"Mahatma Gandhi Hospital Blood Centre, New Pargaon",27150,"Sub -Dist Cottage Hospital, Blood Centre , Sawantwadi, Sindhudurg",115.4030234107708,45,5,5,0.04295421075409411
O+,280719,Swami Vivekanand Blood Centre,18236,"Indian Red Cross Society, Dr. Bhalchandra Blood Centre",115.47005982681219,63,5,5,0.0429294876935314
O+,18220,"Mauli Blood Centre, Latur",27131,Dr.Shankarrao Chavan Government Medical College And Hospital Blood Centre  Nanded,115.47222926866213,27,5,5,0.042928688077796526
O+,18214,"Kakasaheb Chitle  Memorial Centre Sanchalit,  Jankalyan Blood Centre",280149,Advanced Centre For Treatment Reasearch And Education In Cancer,115.52171945739258,25,5,5,0.04291045500601546
O+,18268,Arpan Blood Centre Blood Component And Apheresis Centre,27131,Dr.Shankarrao Chavan Government Medical College And Hospital Blood Centre  Nanded,115.52540611110159,109,5,5,0.0429090973966032
O+,283840,"Radhai Blood Centre, Components Laboratory And Apheresis Centre, Udgir, Dist.  Latur",27131,Dr.Shankarrao Chavan Government Medical College And Hospital Blood Centre  Nanded,115.55500411152276,7151,5,5,0.04289820105206186
O+,18065,"Deenanath Mangeshkar Hospital, Blood Centre",18141,Ahmednagar Municipal Council Blood Centre,115.61817978749336,57,5,5,0.04287496176935032
O+,284555,M/S. Freedom Foundation Sanchlit Lifeline Blood Centre,27109,District General Hospital Blood Bank Satara,115.64913442318908,53,5,5,0.04286358424110203
O+,18080,Konkan Mitra Mandal Medical TrustS Sahyadri Speaciality Hospital Blood Centre,18008,"Cama And Albles Hosp., Abdul Fazalbhoy Blood Centre",115.67920605762833,50,5,5,0.04285253704529391
O+,18226,Lions Blood Centre,18117,Leelavati Blood Centre,115.75284663839086,48,5,5,0.042825508276351454
